var_smoothing,accuracy_test,f1_weighted_test,cv_mean,cv_std
1e-12,0.8486997635933806,0.845575481435147,0.7767334468772497,0.07275371567000417
1e-09,0.851063829787234,0.8482327250673412,0.7992291889803873,0.05605174233289751
1e-06,0.8676122931442081,0.8662742798044477,0.8359419170192967,0.0414866345539886
0.001,0.8770685579196218,0.876231251826332,0.8732446052007795,0.017154032496005302
0.1,0.7115839243498818,0.6993058674781234,0.7109089951363405,0.015900056690568477
1.0,0.6052009456264775,0.5610309011478372,0.5835250118518779,0.00834556484714741
