Classe,Precision,Recall,F1-Score,Suporte
3,0.0,0.0,0.0,6
4,1.0,0.06976744186046512,0.13043478260869565,43
5,0.714622641509434,0.7079439252336449,0.7112676056338029,428
6,0.650381679389313,0.7513227513227513,0.6972176759410802,567
7,0.6237623762376238,0.5833333333333334,0.6028708133971292,216
8,0.875,0.358974358974359,0.509090909090909,39
9,0.0,0.0,0.0,1
