Classe,Precision,Recall,F1-Score,Suporte
3,0.0,0.0,0.0,6
4,0.75,0.13953488372093023,0.23529411764705882,43
5,0.7402912621359223,0.7126168224299065,0.7261904761904762,428
6,0.6617647058823529,0.7936507936507936,0.7217321571772254,567
7,0.6810810810810811,0.5833333333333334,0.628428927680798,216
8,0.9333333333333333,0.358974358974359,0.5185185185185185,39
9,0.0,0.0,0.0,1
