var_smoothing,accuracy_test,f1_weighted_test,cv_mean,cv_std
1e-12,0.5981087470449172,0.5738777939453491,0.5438958439414956,0.05113030863373286
1e-09,0.5981087470449172,0.5730631715967528,0.552771583586466,0.03991871887540054
1e-06,0.6004728132387707,0.5762775966760739,0.5628307551840991,0.027785157109544205
0.001,0.607565011820331,0.5859150061057452,0.5853335206222674,0.021447146752344947
0.1,0.5933806146572104,0.564696518411049,0.5805752111390093,0.008156538579423667
1.0,0.5319148936170213,0.48605050760507384,0.5029708707179605,0.016398961477939605
